SYMBOL	CATEGORY	LIST
CDH1		EMT
CDH2		EMT
DSP		EMT
FN1		EMT
FOXC2		EMT
GSC		EMT
ITBG6		EMT
MMP2		EMT
MMP3		EMT
MMP9		EMT
NFKB1		EMT
SNAI1		EMT
SNAI2		EMT
SOX10		EMT
SOX4		EMT
SOX9		EMT
TJP1		EMT
TWIST1		EMT
VIM		EMT
