TERM	SYMBOL	CATEGORY	LIST
HNSC	B2M		Compendium
HNSC	BIRC6		Compendium
HNSC	BRCA2		Compendium
HNSC	CASP8		Compendium
HNSC	CDKN2A		Compendium
HNSC	CIITA		Compendium
HNSC	CREBBP		Compendium
HNSC	CTCF		Compendium
HNSC	CUL3		Compendium
HNSC	CYLD		Compendium
HNSC	DDX3X		Compendium
HNSC	ELL		Compendium
HNSC	EP300		Compendium
HNSC	FAM135B		Compendium
HNSC	FAT1		Compendium
HNSC	FAT3		Compendium
HNSC	FAT4		Compendium
HNSC	FBN2		Compendium
HNSC	FBXW7		Compendium
HNSC	FGFR3		Compendium
HNSC	HLA-A		Compendium
HNSC	HLA-B		Compendium
HNSC	HRAS		Compendium
HNSC	KDM5C		Compendium
HNSC	KDM6A		Compendium
HNSC	KIF5B		Compendium
HNSC	KMT2C		Compendium
HNSC	KMT2D		Compendium
HNSC	LPAR4		Compendium
HNSC	LPP		Compendium
HNSC	LRP1B		Compendium
HNSC	MAPK1		Compendium
HNSC	MB21D2		Compendium
HNSC	MCM3AP		Compendium
HNSC	MYH9		Compendium
HNSC	NCOR1		Compendium
HNSC	NF1		Compendium
HNSC	NF2		Compendium
HNSC	NFE2L2		Compendium
HNSC	NOTCH1		Compendium
HNSC	NOTCH2		Compendium
HNSC	NSD1		Compendium
HNSC	PIK3CA		Compendium
HNSC	PIK3R1		Compendium
HNSC	PRKCB		Compendium
HNSC	PTEN		Compendium
HNSC	PTPRT		Compendium
HNSC	RAC1		Compendium
HNSC	RASA1		Compendium
HNSC	RB1		Compendium
HNSC	RBM15		Compendium
HNSC	RHOA		Compendium
HNSC	SMAD4		Compendium
HNSC	SMARCA4		Compendium
HNSC	TGFBR2		Compendium
HNSC	TP53		Compendium
HNSC	TP63		Compendium
HNSC	TRRAP		Compendium
HNSC	USP9X		Compendium
LEIS	ATRX		Compendium
LEIS	GLI1		Compendium
LEIS	MDM2		Compendium
LEIS	PIK3CA		Compendium
LEIS	RB1		Compendium
LEIS	TP53		Compendium
LEIS	TRRAP		Compendium
LGG	ARID1A		Compendium
LGG	ARID1B		Compendium
LGG	ARID2		Compendium
LGG	ATRX		Compendium
LGG	BRAF		Compendium
LGG	CDKN2A		Compendium
LGG	CDKN2C		Compendium
LGG	CIC		Compendium
LGG	DNMT3A		Compendium
LGG	EGFR		Compendium
LGG	FUBP1		Compendium
LGG	IDH1		Compendium
LGG	IDH2		Compendium
LGG	KEL		Compendium
LGG	KIT		Compendium
LGG	MAX		Compendium
LGG	MED12		Compendium
LGG	MET		Compendium
LGG	MTOR		Compendium
LGG	MYH11		Compendium
LGG	NF1		Compendium
LGG	NIPBL		Compendium
LGG	NKX2-1		Compendium
LGG	NOTCH1		Compendium
LGG	NRAS		Compendium
LGG	PDGFRA		Compendium
LGG	PIK3CA		Compendium
LGG	PIK3R1		Compendium
LGG	PLCG1		Compendium
LGG	POT1		Compendium
LGG	PTEN		Compendium
LGG	PTPN11		Compendium
LGG	RSPH10B2		Compendium
LGG	RUNX1T1		Compendium
LGG	SETD2		Compendium
LGG	SMARCA4		Compendium
LGG	TP53		Compendium
LGG	ZBTB20		Compendium
LNET	MEN1		Compendium
LNET	SF3B1		Compendium
LUAD	ARID1A		Compendium
LUAD	ARID2		Compendium
LUAD	ATF7IP		Compendium
LUAD	ATM		Compendium
LUAD	BRAF		Compendium
LUAD	BTK		Compendium
LUAD	CDC73		Compendium
LUAD	CDH10		Compendium
LUAD	CDKN2A		Compendium
LUAD	CIC		Compendium
LUAD	CLIP1		Compendium
LUAD	CMTR2		Compendium
LUAD	CTNNB1		Compendium
LUAD	CUX1		Compendium
LUAD	EGFR		Compendium
LUAD	EPHA7		Compendium
LUAD	EZH2		Compendium
LUAD	FAT4		Compendium
LUAD	FLT4		Compendium
LUAD	KDR		Compendium
LUAD	KEAP1		Compendium
LUAD	KMT2C		Compendium
LUAD	KRAS		Compendium
LUAD	LRIG3		Compendium
LUAD	LRP1B		Compendium
LUAD	MAP2K1		Compendium
LUAD	MB21D2		Compendium
LUAD	MGA		Compendium
LUAD	NCOA2		Compendium
LUAD	NF1		Compendium
LUAD	NRAS		Compendium
LUAD	PBRM1		Compendium
LUAD	PIK3CA		Compendium
LUAD	RB1		Compendium
LUAD	RBM10		Compendium
LUAD	RET		Compendium
LUAD	RGS7		Compendium
LUAD	SETD2		Compendium
LUAD	SMARCA4		Compendium
LUAD	STK11		Compendium
LUAD	TP53		Compendium
LUAD	U2AF1		Compendium
LUSC	ARHGAP35		Compendium
LUSC	ARID1A		Compendium
LUSC	ARID1B		Compendium
LUSC	BCR		Compendium
LUSC	BRAF		Compendium
LUSC	CDH10		Compendium
LUSC	CDH11		Compendium
LUSC	CDKN2A		Compendium
LUSC	CREBBP		Compendium
LUSC	CUL3		Compendium
LUSC	DROSHA		Compendium
LUSC	EBF1		Compendium
LUSC	EP300		Compendium
LUSC	ESR1		Compendium
LUSC	FAM135B		Compendium
LUSC	FAT1		Compendium
LUSC	FAT3		Compendium
LUSC	FBXW7		Compendium
LUSC	FGFR2		Compendium
LUSC	FGFR3		Compendium
LUSC	FLT4		Compendium
LUSC	FN1		Compendium
LUSC	HLA-A		Compendium
LUSC	HRAS		Compendium
LUSC	KDM6A		Compendium
LUSC	KEAP1		Compendium
LUSC	KLF5		Compendium
LUSC	KMT2C		Compendium
LUSC	KMT2D		Compendium
LUSC	LATS2		Compendium
LUSC	LRP1B		Compendium
LUSC	MAML2		Compendium
LUSC	MB21D2		Compendium
LUSC	NCOA2		Compendium
LUSC	NF1		Compendium
LUSC	NFE2L2		Compendium
LUSC	NOTCH1		Compendium
LUSC	NPEPPS		Compendium
LUSC	NRAS		Compendium
LUSC	NRK		Compendium
LUSC	NSD1		Compendium
LUSC	PABPC1		Compendium
LUSC	PDGFRA		Compendium
LUSC	PIK3CA		Compendium
LUSC	POLQ		Compendium
LUSC	PRKCB		Compendium
LUSC	PTEN		Compendium
LUSC	RAD21		Compendium
LUSC	RASA1		Compendium
LUSC	RB1		Compendium
LUSC	RHPN2		Compendium
LUSC	RNF213		Compendium
LUSC	SALL4		Compendium
LUSC	STAG2		Compendium
LUSC	SUSD2		Compendium
LUSC	TNC		Compendium
LUSC	TP53		Compendium
LUSC	USP6		Compendium
LUSC	USP8		Compendium
LUSC	ZNF521		Compendium
LY	B2M		Compendium
LY	BCL2		Compendium
LY	BCR		Compendium
LY	BTG1		Compendium
LY	CARD11		Compendium
LY	CCND3		Compendium
LY	CREBBP		Compendium
LY	DDX3X		Compendium
LY	EZH2		Compendium
LY	FAT4		Compendium
LY	HLA-B		Compendium
LY	KMT2D		Compendium
LY	LTB		Compendium
LY	MAP2		Compendium
LY	MYC		Compendium
LY	PIM1		Compendium
LY	RHOA		Compendium
LY	SGK1		Compendium
LY	SOCS1		Compendium
LY	TET2		Compendium
LY	TNFAIP3		Compendium
LY	TNFRSF14		Compendium
LY	TP53		Compendium
MBL	ARHGEF10L		Compendium
MBL	ARID1A		Compendium
MBL	ARID1B		Compendium
MBL	ARID2		Compendium
MBL	ASXL1		Compendium
MBL	BCOR		Compendium
MBL	BRCA2		Compendium
MBL	CREBBP		Compendium
MBL	CTNNB1		Compendium
MBL	DDX3X		Compendium
MBL	DDX6		Compendium
MBL	EP300		Compendium
MBL	FAM174B		Compendium
MBL	FAT1		Compendium
MBL	FBXW7		Compendium
MBL	FGFR1		Compendium
MBL	FOXO3		Compendium
MBL	GNAS		Compendium
MBL	HIP1		Compendium
MBL	IDH1		Compendium
MBL	KAT6B		Compendium
MBL	KDM3B		Compendium
MBL	KDM6A		Compendium
MBL	KMT2C		Compendium
MBL	KMT2D		Compendium
MBL	LDB1		Compendium
MBL	LRP1B		Compendium
MBL	MAX		Compendium
MBL	MYCN		Compendium
MBL	NCOR1		Compendium
MBL	NOTCH1		Compendium
MBL	PIK3CA		Compendium
MBL	PRKAR1A		Compendium
MBL	PTCH1		Compendium
MBL	PTEN		Compendium
MBL	RNF213		Compendium
MBL	SF3B1		Compendium
MBL	SFMBT2		Compendium
MBL	SIRPA		Compendium
MBL	SMARCA4		Compendium
MBL	SMARCB1		Compendium
MBL	SMO		Compendium
MBL	STAG2		Compendium
MBL	TCF4		Compendium
MBL	TP53		Compendium
MBL	TRIM33		Compendium
MBL	UBE2D2		Compendium
MBL	WAS		Compendium
MBL	WNK4		Compendium
MBL	ZNF165		Compendium
MDPS	DNMT3A		Compendium
MDPS	SH2B3		Compendium
MDPS	TET2		Compendium
MESO	BAP1		Compendium
MESO	CYP2C8		Compendium
MESO	DDX3X		Compendium
MESO	FAT4		Compendium
MESO	FGFR3		Compendium
MESO	KMT2D		Compendium
MESO	LATS2		Compendium
MESO	NCOR1		Compendium
MESO	NF2		Compendium
MESO	NIN		Compendium
MESO	PIK3CA		Compendium
MESO	PTCH1		Compendium
MESO	SETD2		Compendium
MESO	SETDB1		Compendium
MESO	SMO		Compendium
MESO	SRGAP3		Compendium
MESO	TP53		Compendium
MGCT	BIRC6		Compendium
MGCT	FAT4		Compendium
MGCT	KIT		Compendium
MGCT	KRAS		Compendium
MGCT	LRP1B		Compendium
MGCT	NOTCH1		Compendium
MGCT	NRAS		Compendium
MGCT	PIK3CA		Compendium
MGCT	PTMA		Compendium
MM	AR		Compendium
MM	ARHGAP5		Compendium
MM	ATM		Compendium
MM	BCL7A		Compendium
MM	BRAF		Compendium
MM	BTG1		Compendium
MM	CCND1		Compendium
MM	CDKN1B		Compendium
MM	COL1A1		Compendium
MM	CR1		Compendium
MM	CYLD		Compendium
MM	DIS3		Compendium
MM	EFTUD2		Compendium
MM	EGFR		Compendium
MM	FAM46C		Compendium
MM	FAT4		Compendium
MM	FGFR3		Compendium
MM	FOXD4L1		Compendium
MM	IDH1		Compendium
MM	IFNAR1		Compendium
MM	IKBKB		Compendium
MM	IRAK1		Compendium
MM	IRF1		Compendium
MM	IRF4		Compendium
MM	KDM5C		Compendium
MM	KLHL36		Compendium
MM	KRAS		Compendium
MM	LRP1B		Compendium
MM	MAF		Compendium
MM	MAX		Compendium
MM	NFKB2		Compendium
MM	NFKBIA		Compendium
MM	NRAS		Compendium
MM	NUP214		Compendium
MM	PABPC1		Compendium
MM	PARP4		Compendium
MM	PIM1		Compendium
MM	PRDM1		Compendium
MM	PRKD2		Compendium
MM	PTPN11		Compendium
MM	RB1		Compendium
MM	RPL10		Compendium
MM	RPS3A		Compendium
MM	SEPT9		Compendium
MM	SETD2		Compendium
MM	SP140		Compendium
MM	TP53		Compendium
MM	TRAF3		Compendium
MM	TRRAP		Compendium
MM	UBR5		Compendium
MM	USP8		Compendium
MM	ZEB1		Compendium
MM	ZFHX3		Compendium
NB	ALK		Compendium
NB	ATM		Compendium
NB	ATRX		Compendium
NB	BCORL1		Compendium
NB	ERBB3		Compendium
NB	ETV4		Compendium
NB	FBN2		Compendium
NB	FLT4		Compendium
NB	KMT2D		Compendium
NB	LRP1B		Compendium
NB	MED12		Compendium
NB	MSI2		Compendium
NB	MYCN		Compendium
NB	MYO5A		Compendium
NB	NF1		Compendium
NB	PTPN11		Compendium
NB	RANBP2		Compendium
NB	SMARCB1		Compendium
NB	TNC		Compendium
NB	TP63		Compendium
NHLY	ARID1A		Compendium
NHLY	B2M		Compendium
NHLY	BCL11A		Compendium
NHLY	BCL6		Compendium
NHLY	BIRC6		Compendium
NHLY	BTG1		Compendium
NHLY	BTK		Compendium
NHLY	CARD11		Compendium
NHLY	CCND3		Compendium
NHLY	CD58		Compendium
NHLY	CD79B		Compendium
NHLY	CREBBP		Compendium
NHLY	DDX3X		Compendium
NHLY	EBF1		Compendium
NHLY	EP300		Compendium
NHLY	ETV6		Compendium
NHLY	EZH2		Compendium
NHLY	FBXO11		Compendium
NHLY	FOXO1		Compendium
NHLY	GNAI2		Compendium
NHLY	IRF4		Compendium
NHLY	KLHL6		Compendium
NHLY	KMT2D		Compendium
NHLY	MEF2B		Compendium
NHLY	MYC		Compendium
NHLY	MYD88		Compendium
NHLY	NFKBIE		Compendium
NHLY	NOTCH2		Compendium
NHLY	P2RY8		Compendium
NHLY	PIM1		Compendium
NHLY	POU2F2		Compendium
NHLY	PRDM1		Compendium
NHLY	PRKCD		Compendium
NHLY	RHOA		Compendium
NHLY	RPL10		Compendium
NHLY	RRAGC		Compendium
NHLY	SGK1		Compendium
NHLY	SIN3A		Compendium
NHLY	SMARCA4		Compendium
NHLY	SOCS1		Compendium
NHLY	SPOP		Compendium
NHLY	STAT3		Compendium
NHLY	STAT6		Compendium
NHLY	TET2		Compendium
NHLY	TFAP4		Compendium
NHLY	TNFRSF14		Compendium
NHLY	TP53		Compendium
NHLY	XPO1		Compendium
NSCLC	ALK		Compendium
NSCLC	APC		Compendium
NSCLC	ARHGEF10		Compendium
NSCLC	ARID1A		Compendium
NSCLC	ARID2		Compendium
NSCLC	ATM		Compendium
NSCLC	B2M		Compendium
NSCLC	BAP1		Compendium
NSCLC	BRAF		Compendium
NSCLC	CDKN2A		Compendium
NSCLC	CMTR2		Compendium
NSCLC	CTCF		Compendium
NSCLC	CTNNB1		Compendium
NSCLC	CUL3		Compendium
NSCLC	CUX1		Compendium
NSCLC	EGFR		Compendium
NSCLC	ERBB2		Compendium
NSCLC	FAT4		Compendium
NSCLC	FH		Compendium
NSCLC	IDH1		Compendium
NSCLC	KEAP1		Compendium
NSCLC	KLF4		Compendium
NSCLC	KMT2D		Compendium
NSCLC	KRAS		Compendium
NSCLC	LRP1B		Compendium
NSCLC	MAP2K1		Compendium
NSCLC	NF1		Compendium
NSCLC	NOTCH1		Compendium
NSCLC	PIK3CA		Compendium
NSCLC	PRF1		Compendium
NSCLC	PTEN		Compendium
NSCLC	PTPRD		Compendium
NSCLC	PTPRK		Compendium
NSCLC	RB1		Compendium
NSCLC	RBM10		Compendium
NSCLC	SETD2		Compendium
NSCLC	SMARCA4		Compendium
NSCLC	STK11		Compendium
NSCLC	TP53		Compendium
NSCLC	U2AF1		Compendium
NSPH	AR		Compendium
NSPH	CYLD		Compendium
NSPH	EP300		Compendium
NSPH	FBXW7		Compendium
NSPH	HLA-A		Compendium
NSPH	KMT2C		Compendium
NSPH	MYH11		Compendium
NSPH	NRAS		Compendium
NSPH	RANBP2		Compendium
NSPH	SPEN		Compendium
NSPH	TP53		Compendium
NSPH	WRN		Compendium
NSPH	ZEB1		Compendium
NSPH	ZNF521		Compendium
NSPH	ZNF626		Compendium
NSPH	ZNF680		Compendium
NSPH	ZNF721		Compendium
NSPH	ZNF780A		Compendium
NSPH	ZNF93		Compendium
OS	AKT1		Compendium
OS	ARID1A		Compendium
OS	ATRX		Compendium
OS	BCORL1		Compendium
OS	CDKN2A		Compendium
OS	CHD2		Compendium
OS	ESR1		Compendium
OS	HSPG2		Compendium
OS	IDH1		Compendium
OS	IDH2		Compendium
OS	KIT		Compendium
OS	KMT2B		Compendium
OS	LRP1B		Compendium
OS	MED12		Compendium
OS	MTOR		Compendium
OS	NFATC2		Compendium
OS	PIK3CA		Compendium
OS	PIK3R1		Compendium
OS	PTCH1		Compendium
OS	PTEN		Compendium
OS	RB1		Compendium
OS	SETD2		Compendium
OS	TET2		Compendium
OS	TP53		Compendium
OV	ACKR3		Compendium
OV	ARID1A		Compendium
OV	ATRX		Compendium
OV	BRAF		Compendium
OV	BRCA1		Compendium
OV	BRCA2		Compendium
OV	CACNA1D		Compendium
OV	CDK12		Compendium
OV	ELL		Compendium
OV	EPHA7		Compendium
OV	ERBB2		Compendium
OV	ERG		Compendium
OV	FAT1		Compendium
OV	FGFR1		Compendium
OV	FOXL2		Compendium
OV	JAK1		Compendium
OV	KMT2A		Compendium
OV	KMT2C		Compendium
OV	KMT2D		Compendium
OV	KRAS		Compendium
OV	LATS1		Compendium
OV	LRP1B		Compendium
OV	MYH9		Compendium
OV	NF1		Compendium
OV	NF2		Compendium
OV	NOTCH1		Compendium
OV	NRAS		Compendium
OV	PIK3CA		Compendium
OV	PPP2R1A		Compendium
OV	PTEN		Compendium
OV	PTPRB		Compendium
OV	PTPRT		Compendium
OV	RB1		Compendium
OV	SETD1B		Compendium
OV	STAT5B		Compendium
OV	TP53		Compendium
OV	UGT2B17		Compendium
PAAD	ACVR2A		Compendium
PAAD	ARID1A		Compendium
PAAD	ARID1B		Compendium
PAAD	ARID2		Compendium
PAAD	ATM		Compendium
PAAD	BAP1		Compendium
PAAD	BCL11B		Compendium
PAAD	BCORL1		Compendium
PAAD	BIRC6		Compendium
PAAD	BRCA2		Compendium
PAAD	CDH10		Compendium
PAAD	CDKN2A		Compendium
PAAD	DCC		Compendium
PAAD	FAM135B		Compendium
PAAD	FAT1		Compendium
PAAD	FAT3		Compendium
PAAD	FAT4		Compendium
PAAD	FBXW7		Compendium
PAAD	GNAS		Compendium
PAAD	IRS4		Compendium
PAAD	KDM6A		Compendium
PAAD	KMT2C		Compendium
PAAD	KMT2D		Compendium
PAAD	KRAS		Compendium
PAAD	LATS1		Compendium
PAAD	LRP1B		Compendium
PAAD	LZTR1		Compendium
PAAD	MAP2K4		Compendium
PAAD	MARK2		Compendium
PAAD	NBEA		Compendium
PAAD	NF2		Compendium
PAAD	NFATC2		Compendium
PAAD	NRAS		Compendium
PAAD	PCBP1		Compendium
PAAD	PEG3		Compendium
PAAD	PIK3CA		Compendium
PAAD	RBM10		Compendium
PAAD	RNF43		Compendium
PAAD	SETD1B		Compendium
PAAD	SETD2		Compendium
PAAD	SF3B1		Compendium
PAAD	SMAD3		Compendium
PAAD	SMAD4		Compendium
PAAD	SMARCA4		Compendium
PAAD	SPEN		Compendium
PAAD	TGFBR2		Compendium
PAAD	TP53		Compendium
PAAD	U2AF1		Compendium
PAAD	VAV1		Compendium
PAAD	WT1		Compendium
PAAD	ZFHX3		Compendium
PAAD	ZNF521		Compendium
PAIS	ATM		Compendium
PAIS	ATRX		Compendium
PAIS	CREBBP		Compendium
PAIS	DAXX		Compendium
PAIS	FAT4		Compendium
PAIS	KDR		Compendium
PAIS	KMT2C		Compendium
PAIS	KRAS		Compendium
PAIS	MEN1		Compendium
PAIS	MTOR		Compendium
PAIS	NPRL2		Compendium
PAIS	PTEN		Compendium
PAIS	SETD2		Compendium
PAIS	SMARCB1		Compendium
PAIS	TP53		Compendium
PAIS	TSC2		Compendium
PCPG	BIRC6		Compendium
PCPG	EPAS1		Compendium
PCPG	FGFR1		Compendium
PCPG	HRAS		Compendium
PCPG	KMT2C		Compendium
PCPG	NF1		Compendium
PCPG	RANBP2		Compendium
PCPG	RET		Compendium
PCPG	SETBP1		Compendium
PIA	ARID1A		Compendium
PIA	ARID1B		Compendium
PIA	ARID2		Compendium
PIA	ASXL1		Compendium
PIA	ATRX		Compendium
PIA	BCOR		Compendium
PIA	BRAF		Compendium
PIA	CREBBP		Compendium
PIA	CTNNB1		Compendium
PIA	DDX3X		Compendium
PIA	EGFR		Compendium
PIA	FAM174B		Compendium
PIA	FBXW7		Compendium
PIA	FGFR1		Compendium
PIA	H3F3A		Compendium
PIA	HLA-A		Compendium
PIA	IDH1		Compendium
PIA	KDM3B		Compendium
PIA	KDM6A		Compendium
PIA	KMT2C		Compendium
PIA	KMT2D		Compendium
PIA	KRAS		Compendium
PIA	LDB1		Compendium
PIA	MAX		Compendium
PIA	MYCN		Compendium
PIA	NF1		Compendium
PIA	PDGFRA		Compendium
PIA	PIK3CA		Compendium
PIA	PPM1D		Compendium
PIA	PRKAR1A		Compendium
PIA	PTCH1		Compendium
PIA	PTEN		Compendium
PIA	PTPN11		Compendium
PIA	RB1		Compendium
PIA	SETD2		Compendium
PIA	SMARCA4		Compendium
PIA	SMO		Compendium
PIA	STAG2		Compendium
PIA	TCF4		Compendium
PIA	TP53		Compendium
PRAD	AKT1		Compendium
PRAD	AKT3		Compendium
PRAD	ALK		Compendium
PRAD	APC		Compendium
PRAD	AR		Compendium
PRAD	ARID1A		Compendium
PRAD	ASXL1		Compendium
PRAD	ATM		Compendium
PRAD	BRAF		Compendium
PRAD	BRCA2		Compendium
PRAD	BRD4		Compendium
PRAD	CASZ1		Compendium
PRAD	CDK12		Compendium
PRAD	CDKN1B		Compendium
PRAD	CNOT3		Compendium
PRAD	CTNNB1		Compendium
PRAD	CUL3		Compendium
PRAD	DCAF12L2		Compendium
PRAD	DNMT3A		Compendium
PRAD	EHD2		Compendium
PRAD	EIF1AX		Compendium
PRAD	EPHA3		Compendium
PRAD	EPS15		Compendium
PRAD	ERBB3		Compendium
PRAD	ERG		Compendium
PRAD	FAM174B		Compendium
PRAD	FAT1		Compendium
PRAD	FAT3		Compendium
PRAD	FAT4		Compendium
PRAD	FGFR1		Compendium
PRAD	FOXA1		Compendium
PRAD	FOXP1		Compendium
PRAD	HRAS		Compendium
PRAD	IDH1		Compendium
PRAD	JAK1		Compendium
PRAD	KAT6A		Compendium
PRAD	KAT6B		Compendium
PRAD	KDM6A		Compendium
PRAD	KMT2A		Compendium
PRAD	KMT2C		Compendium
PRAD	KMT2D		Compendium
PRAD	KRAS		Compendium
PRAD	LRP1B		Compendium
PRAD	LZTR1		Compendium
PRAD	MECOM		Compendium
PRAD	MED12		Compendium
PRAD	MYH11		Compendium
PRAD	NCOR1		Compendium
PRAD	NCOR2		Compendium
PRAD	NOTCH2		Compendium
PRAD	NRAS		Compendium
PRAD	PIK3CA		Compendium
PRAD	PIK3CB		Compendium
PRAD	PMS2		Compendium
PRAD	PRDM1		Compendium
PRAD	PREX2		Compendium
PRAD	PTEN		Compendium
PRAD	PTPRD		Compendium
PRAD	RANBP2		Compendium
PRAD	RB1		Compendium
PRAD	RBFOX1		Compendium
PRAD	RHOA		Compendium
PRAD	RNF213		Compendium
PRAD	RNF43		Compendium
PRAD	RUNX1T1		Compendium
PRAD	SETD2		Compendium
PRAD	SF3B1		Compendium
PRAD	SMAD4		Compendium
PRAD	SMARCA1		Compendium
PRAD	SOX21		Compendium
PRAD	SPEN		Compendium
PRAD	SPOP		Compendium
PRAD	STRN		Compendium
PRAD	SUZ12		Compendium
PRAD	TP53		Compendium
PRAD	TRIM24		Compendium
PRAD	U2AF1		Compendium
PRAD	USP6		Compendium
PRAD	XPO1		Compendium
PRAD	ZBTB16		Compendium
PRAD	ZFHX3		Compendium
PRAD	ZNF429		Compendium
RB	RB1		Compendium
RCCC	ARID1A		Compendium
RCCC	ASXL1		Compendium
RCCC	ATG7		Compendium
RCCC	ATM		Compendium
RCCC	BAP1		Compendium
RCCC	CDKN2A		Compendium
RCCC	KDM5C		Compendium
RCCC	KEAP1		Compendium
RCCC	KMT2C		Compendium
RCCC	LRP1B		Compendium
RCCC	MAX		Compendium
RCCC	MET		Compendium
RCCC	MTOR		Compendium
RCCC	NF1		Compendium
RCCC	NF2		Compendium
RCCC	PBRM1		Compendium
RCCC	PIK3CA		Compendium
RCCC	PTEN		Compendium
RCCC	RANBP2		Compendium
RCCC	RAP1GDS1		Compendium
RCCC	SETBP1		Compendium
RCCC	SETD2		Compendium
RCCC	SF3B1		Compendium
RCCC	SPEN		Compendium
RCCC	STAG2		Compendium
RCCC	TP53		Compendium
RCCC	VHL		Compendium
RCH	CDKN1A		Compendium
RCH	CHD4		Compendium
RCH	KMT2D		Compendium
RCH	MTOR		Compendium
RCH	PTEN		Compendium
RCH	TP53		Compendium
RCH	TSC2		Compendium
RCH	UBR5		Compendium
RHBDS	CTNNB1		Compendium
RHBDS	LRP1B		Compendium
RHBDS	NF1		Compendium
RPC	ARID1A		Compendium
RPC	BAP1		Compendium
RPC	BRAF		Compendium
RPC	CHD2		Compendium
RPC	CUL3		Compendium
RPC	DNMT3A		Compendium
RPC	ERBB2		Compendium
RPC	KAT6A		Compendium
RPC	KDM6A		Compendium
RPC	KMT2C		Compendium
RPC	KRAS		Compendium
RPC	MET		Compendium
RPC	NF2		Compendium
RPC	NFE2L2		Compendium
RPC	NUP214		Compendium
RPC	PBRM1		Compendium
RPC	PIK3CA		Compendium
RPC	PRDM2		Compendium
RPC	PTEN		Compendium
RPC	SETD2		Compendium
RPC	SMARCA4		Compendium
RPC	STAG2		Compendium
RPC	TET1		Compendium
RPC	TP53		Compendium
S	ATRX		Compendium
SBCC	APC		Compendium
SBCC	ARHGEF10L		Compendium
SBCC	ARID1A		Compendium
SBCC	CASP8		Compendium
SBCC	COL1A1		Compendium
SBCC	CPEB3		Compendium
SBCC	CREBBP		Compendium
SBCC	CTNNB1		Compendium
SBCC	ESR1		Compendium
SBCC	FAT1		Compendium
SBCC	FAT3		Compendium
SBCC	FAT4		Compendium
SBCC	FLT4		Compendium
SBCC	KDR		Compendium
SBCC	KMT2A		Compendium
SBCC	KMT2D		Compendium
SBCC	LATS1		Compendium
SBCC	LRP1B		Compendium
SBCC	MECOM		Compendium
SBCC	MSN		Compendium
SBCC	MYCN		Compendium
SBCC	MYH11		Compendium
SBCC	MYH9		Compendium
SBCC	NOTCH1		Compendium
SBCC	NOTCH2		Compendium
SBCC	PIK3CA		Compendium
SBCC	POLE		Compendium
SBCC	PPM1D		Compendium
SBCC	PPP6C		Compendium
SBCC	PTCH1		Compendium
SBCC	PTPN14		Compendium
SBCC	RNF213		Compendium
SBCC	RUNX1T1		Compendium
SBCC	SMO		Compendium
SBCC	STAG2		Compendium
SBCC	TET1		Compendium
SBCC	TOP1		Compendium
SBCC	TP53		Compendium
SBCC	USP44		Compendium
SCLC	ALK		Compendium
SCLC	ARHGEF10		Compendium
SCLC	ARID1A		Compendium
SCLC	ATM		Compendium
SCLC	BCR		Compendium
SCLC	CREBBP		Compendium
SCLC	EML4		Compendium
SCLC	EP300		Compendium
SCLC	FAT4		Compendium
SCLC	KDM6A		Compendium
SCLC	KMT2C		Compendium
SCLC	KMT2D		Compendium
SCLC	LIFR		Compendium
SCLC	LRP1B		Compendium
SCLC	NCOR1		Compendium
SCLC	NOTCH1		Compendium
SCLC	PTPRK		Compendium
SCLC	RB1		Compendium
SCLC	RUNX1T1		Compendium
SCLC	SET		Compendium
SCLC	TP53		Compendium
SG	CREBBP		Compendium
SG	FGFR2		Compendium
SG	KMT2C		Compendium
SG	NOTCH1		Compendium
SG	SPEN		Compendium
S	NF1		Compendium
S	PIK3CA		Compendium
S	PTEN		Compendium
S	RB1		Compendium
S	RET		Compendium
SSCC	ACVR2A		Compendium
SSCC	AKT3		Compendium
SSCC	APC		Compendium
SSCC	ARHGEF10		Compendium
SSCC	ARID2		Compendium
SSCC	CDH1		Compendium
SSCC	CDKN2A		Compendium
SSCC	EPAS1		Compendium
SSCC	FAT1		Compendium
SSCC	HRAS		Compendium
SSCC	KDM6A		Compendium
SSCC	KDR		Compendium
SSCC	KMT2C		Compendium
SSCC	KMT2D		Compendium
SSCC	NF2		Compendium
SSCC	NOTCH1		Compendium
SSCC	NOTCH2		Compendium
SSCC	POLQ		Compendium
SSCC	RABEP1		Compendium
SSCC	RALGDS		Compendium
SSCC	TP53		Compendium
SSCC	TSC2		Compendium
ST	ACVR2A		Compendium
ST	APC		Compendium
ST	ARHGEF10L		Compendium
ST	ARHGEF12		Compendium
ST	ARID1A		Compendium
ST	ARID2		Compendium
ST	ATM		Compendium
ST	BCL9		Compendium
ST	BCLAF1		Compendium
ST	BCOR		Compendium
ST	BMPR1A		Compendium
ST	BMPR2		Compendium
ST	CACNA1D		Compendium
ST	CARS		Compendium
ST	CASP8		Compendium
ST	CDH11		Compendium
ST	CDH1		Compendium
ST	CDK12		Compendium
ST	CDKN2A		Compendium
ST	CLIP1		Compendium
ST	CTNNB1		Compendium
ST	DCSTAMP		Compendium
ST	ERBB2		Compendium
ST	ERBB3		Compendium
S	TET2		Compendium
ST	FAT1		Compendium
ST	FAT3		Compendium
ST	FAT4		Compendium
ST	FBXW7		Compendium
ST	FHIT		Compendium
ST	GRIN2A		Compendium
ST	KDM6A		Compendium
