TERM	SYMBOL	CATEGORY	LIST
Activated dendritic cell	SPCS3	Innate	Immunome
Activated dendritic cell	CCNA1	Innate	Immunome
Activated dendritic cell	CEACAM8	Innate	Immunome
Activated dendritic cell	NOS2	Innate	Immunome
Activated dendritic cell	SRA1	Innate	Immunome
Activated dendritic cell	TNFRSF6B	Innate	Immunome
Activated dendritic cell	TREM1	Innate	Immunome
Activated dendritic cell	TREML1	Innate	Immunome
Activated dendritic cell	RHOA	Innate	Immunome
Activated dendritic cell	SLC25A37	Innate	Immunome
Activated dendritic cell	TNFSF14	Innate	Immunome
Activated dendritic cell	TREML4	Innate	Immunome
Activated dendritic cell	VNN2	Innate	Immunome
Activated dendritic cell	XPO6	Innate	Immunome
Activated dendritic cell	CLEC4C	Innate	Immunome
Activated dendritic cell	TNFAIP2	Innate	Immunome
Activated dendritic cell	UBD	Innate	Immunome
Activated dendritic cell	ACTR3	Innate	Immunome
Activated dendritic cell	RAB1A	Innate	Immunome
Activated dendritic cell	SLA	Innate	Immunome
Activated dendritic cell	HLA-DQA2	Innate	Immunome
Activated dendritic cell	SIGLEC5	Innate	Immunome
Activated dendritic cell	SLAMF9	Innate	Immunome
CD56bright natural killer cell	ABAT	Innate	Immunome
CD56bright natural killer cell	C11orf75	Innate	Immunome
CD56bright natural killer cell	C5orf15	Innate	Immunome
CD56bright natural killer cell	CDHR1	Innate	Immunome
CD56bright natural killer cell	DCAF12	Innate	Immunome
CD56bright natural killer cell	DYNLL1	Innate	Immunome
CD56bright natural killer cell	GPR137B	Innate	Immunome
CD56bright natural killer cell	HCP5	Innate	Immunome
CD56bright natural killer cell	HDGFRP2	Innate	Immunome
CD56bright natural killer cell	KRT86	Innate	Immunome
CD56bright natural killer cell	MLST8	Innate	Immunome
CD56bright natural killer cell	ELMOD3	Innate	Immunome
CD56bright natural killer cell	ENTPD5	Innate	Immunome
CD56bright natural killer cell	FAM119A	Innate	Immunome
CD56bright natural killer cell	FAM179A	Innate	Immunome
CD56bright natural killer cell	CLIC2	Innate	Immunome
CD56bright natural killer cell	COX7A2L	Innate	Immunome
CD56bright natural killer cell	CREB3L4	Innate	Immunome
CD56bright natural killer cell	CSF1	Innate	Immunome
CD56bright natural killer cell	CSNK2A2	Innate	Immunome
CD56bright natural killer cell	CSTA	Innate	Immunome
CD56bright natural killer cell	CSTB	Innate	Immunome
CD56bright natural killer cell	CTPS	Innate	Immunome
CD56bright natural killer cell	CTSD	Innate	Immunome
CD56bright natural killer cell	FST	Innate	Immunome
CD56bright natural killer cell	GATA2	Innate	Immunome
CD56bright natural killer cell	GMPR	Innate	Immunome
CD56bright natural killer cell	HDC	Innate	Immunome
CD56bright natural killer cell	HEY1	Innate	Immunome
CD56bright natural killer cell	HOXA1	Innate	Immunome
CD56bright natural killer cell	HS2ST1	Innate	Immunome
CD56bright natural killer cell	HS3ST1	Innate	Immunome
CD56bright natural killer cell	BCL11B	Innate	Immunome
CD56bright natural killer cell	CDH3	Innate	Immunome
CD56bright natural killer cell	MYL6B	Innate	Immunome
CD56bright natural killer cell	NAA16	Innate	Immunome
CD56bright natural killer cell	C1QA	Innate	Immunome
CD56bright natural killer cell	C1QB	Innate	Immunome
CD56bright natural killer cell	CYP27B1	Innate	Immunome
CD56bright natural killer cell	EIF3M	Innate	Immunome
CD56dim natural killer cell	CYP27A1	Innate	Immunome
CD56dim natural killer cell	DDX55	Innate	Immunome
CD56dim natural killer cell	DYRK2	Innate	Immunome
CD56dim natural killer cell	RPL37A	Innate	Immunome
CD56dim natural killer cell	NOTCH3	Innate	Immunome
CD56dim natural killer cell	AKR7A3	Innate	Immunome
CD56dim natural killer cell	GPRC5C	Innate	Immunome
CD56dim natural killer cell	GRIN1	Innate	Immunome
CD56dim natural killer cell	HLA-E	Innate	Immunome
CD56dim natural killer cell	PORCN	Innate	Immunome
CD56dim natural killer cell	PSMC4	Innate	Immunome
CD56dim natural killer cell	UPP1	Innate	Immunome
CD56dim natural killer cell	IL21R	Innate	Immunome
CD56dim natural killer cell	KIR2DS1	Innate	Immunome
CD56dim natural killer cell	KIR2DS2	Innate	Immunome
CD56dim natural killer cell	KIR2DS5	Innate	Immunome
Central memory CD4 T cell	ABHD3	Adaptive	Immunome
Central memory CD4 T cell	AHNAK	Adaptive	Immunome
Central memory CD4 T cell	ANXA2P2	Adaptive	Immunome
Central memory CD4 T cell	AQP3	Adaptive	Immunome
Central memory CD4 T cell	ATHL1	Adaptive	Immunome
Central memory CD4 T cell	BMI1	Adaptive	Immunome
Central memory CD4 T cell	BZW2	Adaptive	Immunome
Central memory CD4 T cell	CD63	Adaptive	Immunome
Central memory CD4 T cell	COL4A1	Adaptive	Immunome
Central memory CD4 T cell	CYLD	Adaptive	Immunome
Central memory CD4 T cell	ELMO2	Adaptive	Immunome
Central memory CD4 T cell	FYN	Adaptive	Immunome
Central memory CD4 T cell	GLIPR1	Adaptive	Immunome
Central memory CD4 T cell	GSS	Adaptive	Immunome
Central memory CD4 T cell	IFITM2	Adaptive	Immunome
Central memory CD4 T cell	ITGB1	Adaptive	Immunome
Central memory CD4 T cell	ITGB2	Adaptive	Immunome
Central memory CD4 T cell	KLF5	Adaptive	Immunome
Central memory CD4 T cell	LSP1	Adaptive	Immunome
Central memory CD4 T cell	NDUFB9	Adaptive	Immunome
Central memory CD4 T cell	PKM2	Adaptive	Immunome
Central memory CD4 T cell	SFXN3	Adaptive	Immunome
Central memory CD4 T cell	SIRPG	Adaptive	Immunome
Central memory CD4 T cell	SMAD4	Adaptive	Immunome
Central memory CD4 T cell	STX4	Adaptive	Immunome
Central memory CD4 T cell	TRADD	Adaptive	Immunome
Central memory CD4 T cell	VIM	Adaptive	Immunome
Central memory CD4 T cell	XRCC6	Adaptive	Immunome
Central memory CD8 T cell	ACTN4	Adaptive	Immunome
Central memory CD8 T cell	ADAM12	Adaptive	Immunome
Central memory CD8 T cell	ADCY9	Adaptive	Immunome
Central memory CD8 T cell	F13A1	Adaptive	Immunome
Central memory CD8 T cell	FCER1G	Adaptive	Immunome
Central memory CD8 T cell	FCGR3B	Adaptive	Immunome
Central memory CD8 T cell	FGF7	Adaptive	Immunome
Central memory CD8 T cell	FKBP4	Adaptive	Immunome
Central memory CD8 T cell	GLUD1	Adaptive	Immunome
Central memory CD8 T cell	GM2A	Adaptive	Immunome
Central memory CD8 T cell	GUSB	Adaptive	Immunome
Central memory CD8 T cell	IL1RN	Adaptive	Immunome
Central memory CD8 T cell	NOL11	Adaptive	Immunome
Central memory CD8 T cell	NTRK1	Adaptive	Immunome
Central memory CD8 T cell	RARA	Adaptive	Immunome
Central memory CD8 T cell	RNF128	Adaptive	Immunome
Central memory CD8 T cell	SIGLEC1	Adaptive	Immunome
Central memory CD8 T cell	TNFRSF11A	Adaptive	Immunome
Central memory CD8 T cell	TOX4	Adaptive	Immunome
Central memory CD8 T cell	UBA52	Adaptive	Immunome
Central memory CD8 T cell	ULBP1	Adaptive	Immunome
Effector memory CD4 T cell	ATM	Adaptive	Immunome
Effector memory CD4 T cell	CASP3	Adaptive	Immunome
Effector memory CD4 T cell	CASQ1	Adaptive	Immunome
Effector memory CD4 T cell	CD300E	Adaptive	Immunome
Effector memory CD4 T cell	DARS	Adaptive	Immunome
Effector memory CD4 T cell	DOCK9	Adaptive	Immunome
Effector memory CD4 T cell	EXOSC9	Adaptive	Immunome
Effector memory CD4 T cell	EZH2	Adaptive	Immunome
Effector memory CD4 T cell	GDE1	Adaptive	Immunome
Effector memory CD4 T cell	IL34	Adaptive	Immunome
Effector memory CD4 T cell	NCOA4	Adaptive	Immunome
Effector memory CD4 T cell	NEFL	Adaptive	Immunome
Effector memory CD4 T cell	PDGFRL	Adaptive	Immunome
Effector memory CD4 T cell	PTGS1	Adaptive	Immunome
Effector memory CD4 T cell	REPS1	Adaptive	Immunome
Effector memory CD4 T cell	SCG2	Adaptive	Immunome
Effector memory CD4 T cell	SDPR	Adaptive	Immunome
Effector memory CD4 T cell	SIGLEC14	Adaptive	Immunome
Effector memory CD4 T cell	SIGLEC6	Adaptive	Immunome
Effector memory CD4 T cell	TAL1	Adaptive	Immunome
Effector memory CD4 T cell	TFEC	Adaptive	Immunome
Effector memory CD4 T cell	TIPIN	Adaptive	Immunome
Effector memory CD4 T cell	TPK1	Adaptive	Immunome
Effector memory CD4 T cell	UQCRB	Adaptive	Immunome
Effector memory CD4 T cell	USP9Y	Adaptive	Immunome
Effector memory CD4 T cell	WIPF1	Adaptive	Immunome
Effector memory CD4 T cell	ZCRB1	Adaptive	Immunome
Effector memory CD8 T cell	ACAP1	Adaptive	Immunome
Effector memory CD8 T cell	APOL3	Adaptive	Immunome
Effector memory CD8 T cell	ARHGAP10	Adaptive	Immunome
Effector memory CD8 T cell	ATP10D	Adaptive	Immunome
Effector memory CD8 T cell	C3AR1	Adaptive	Immunome
Effector memory CD8 T cell	CCR5	Adaptive	Immunome
Effector memory CD8 T cell	CD160	Adaptive	Immunome
Effector memory CD8 T cell	CD55	Adaptive	Immunome
Effector memory CD8 T cell	CFLAR	Adaptive	Immunome
Effector memory CD8 T cell	CMKLR1	Adaptive	Immunome
Effector memory CD8 T cell	DAPP1	Adaptive	Immunome
Effector memory CD8 T cell	FCRL6	Adaptive	Immunome
Effector memory CD8 T cell	FLT3LG	Adaptive	Immunome
Effector memory CD8 T cell	GZMM	Adaptive	Immunome
Effector memory CD8 T cell	HAPLN3	Adaptive	Immunome
Effector memory CD8 T cell	HLA-DMB	Adaptive	Immunome
Effector memory CD8 T cell	HLA-DPA1	Adaptive	Immunome
Effector memory CD8 T cell	HLA-DPB1	Adaptive	Immunome
Effector memory CD8 T cell	IFI16	Adaptive	Immunome
Effector memory CD8 T cell	LIME1	Adaptive	Immunome
Effector memory CD8 T cell	LTK	Adaptive	Immunome
Effector memory CD8 T cell	NFKBIA	Adaptive	Immunome
Effector memory CD8 T cell	SETD7	Adaptive	Immunome
Effector memory CD8 T cell	SIK1	Adaptive	Immunome
Effector memory CD8 T cell	TRIB2	Adaptive	Immunome
Eosinophil	GIPR	Innate	Immunome
Eosinophil	KRT18P50	Innate	Immunome
Eosinophil	LRMP	Innate	Immunome
Eosinophil	FOSB	Innate	Immunome
Eosinophil	RRP12	Innate	Immunome
Eosinophil	GPR183	Innate	Immunome
Eosinophil	NR4A3	Innate	Immunome
Eosinophil	ST3GAL6	Innate	Immunome
Eosinophil	DEPDC5	Innate	Immunome
Eosinophil	PDE6C	Innate	Immunome
Eosinophil	PKD2L2	Innate	Immunome
Eosinophil	GPR65	Innate	Immunome
Eosinophil	IL5RA	Innate	Immunome
Eosinophil	P2RY14	Innate	Immunome
Eosinophil	DACH1	Innate	Immunome
Eosinophil	DAPK2	Innate	Immunome
Eosinophil	EMR3	Innate	Immunome
Gamma delta T cell	ACP5	Adaptive	Immunome
Gamma delta T cell	AQP9	Adaptive	Immunome
Gamma delta T cell	BTN3A2	Adaptive	Immunome
Gamma delta T cell	C1orf54	Adaptive	Immunome
Gamma delta T cell	CARD8	Adaptive	Immunome
Gamma delta T cell	CCL18	Adaptive	Immunome
Gamma delta T cell	CD209	Adaptive	Immunome
Gamma delta T cell	CD33	Adaptive	Immunome
Gamma delta T cell	CD36	Adaptive	Immunome
